State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Year_Built,Nearby_Schools,Nearby_Hospitals,Furnished_Status,Parking_Space,Floor,Total_Floors,Facing,Owner_Type,Availability_Status,Security,Amenities,Public_Transport_Accessibility,Price_per_SqFt,Age_of_Property,Future_Price_5Y,Good_Investment
Telangana,Bangalore,Koramangala,Villa,1,2209,490.032125038494,2020,6,4,Furnished,0,13,12,North,First,Ready to move,Yes,"Gym, Pool",Average,22183.437077342416,5,720.0179598530277,0
Karnataka,Delhi,Koramangala,Apartment,3,2831,79.66622567116084,2013,2,7,Unfurnished,1,12,10,West,Second,Under Construction,No,"Gym, Pool, Park",Poor,2814.066607953403,12,117.05582215132159,1
Delhi,Hyderabad,Koramangala,Villa,4,1657,198.90881832036527,1996,3,4,Semi-Furnished,1,12,21,North,Second,Under Construction,No,Luxury,Excellent,12004.153187710639,29,292.26231148122304,1
Telangana,Hyderabad,Koramangala,Penthouse,3,1365,467.35280857878786,1998,7,5,Semi-Furnished,0,24,28,West,First,Under Construction,No,"Gym, Pool, Park",Excellent,34238.30099478299,27,686.6946034161491,1
Karnataka,Chennai,Andheri,Villa,3,2137,440.8990608770348,2012,1,3,Unfurnished,2,9,21,South,Third+,Ready to move,Yes,"Gym, Pool",Excellent,20631.682773843462,13,647.8253691813799,1
Gujarat,Bangalore,Bandra,Penthouse,3,884,209.2500966964547,2021,5,1,Furnished,1,15,15,East,First,Ready to move,Yes,Luxury,Excellent,23670.825418150984,4,307.45704214921597,1
Karnataka,Bangalore,Andheri,Penthouse,2,438,355.4975669694735,2023,9,0,Furnished,0,6,3,South,First,Ready to move,Yes,"Gym, Pool",Poor,81163.82807522226,2,522.3425563823359,0
Telangana,Delhi,Connaught Place,Villa,1,410,62.171366519045876,2015,8,7,Semi-Furnished,2,2,24,East,Second,Under Construction,Yes,"Gym, Pool",Good,15163.747931474603,10,91.35013439945762,0
Tamil Nadu,Mumbai,Connaught Place,Penthouse,4,1023,362.01970666093524,1998,9,4,Furnished,1,14,15,North,First,Ready to move,Yes,Luxury,Good,35388.04561690471,27,531.9257193518123,0
Tamil Nadu,Mumbai,Bandra,Penthouse,3,808,486.9717101526759,2000,8,1,Unfurnished,3,22,17,South,Third+,Ready to move,Yes,"Gym, Pool",Average,60268.77600899454,25,715.5212063346386,0
Tamil Nadu,Hyderabad,Connaught Place,Apartment,3,2555,277.994313360412,2008,4,7,Unfurnished,1,4,29,East,Second,Under Construction,Yes,"Gym, Pool",Excellent,10880.403654027867,17,408.46484981119085,1
Telangana,Hyderabad,Koramangala,Apartment,2,2427,259.27530897651883,2001,2,1,Unfurnished,1,24,16,North,Second,Under Construction,No,"Gym, Pool",Average,10682.95463438479,24,380.9604911001943,1
Tamil Nadu,Pune,Andheri,Penthouse,3,1517,109.91293745691695,2006,5,7,Semi-Furnished,0,7,2,West,Third+,Ready to move,No,"Gym, Pool, Park",Poor,7245.414466507379,19,161.49816500901053,1
Delhi,Ahmedabad,Koramangala,Independent House,1,2531,324.2183354755001,1996,8,2,Semi-Furnished,1,21,1,West,First,Under Construction,Yes,"Gym, Pool",Average,12809.890773429479,29,476.383103327514,0
Gujarat,Delhi,Connaught Place,Villa,1,2505,303.40989477387916,2012,5,6,Semi-Furnished,1,4,22,North,Second,Ready to move,Yes,Basic,Poor,12112.171448059049,13,445.8086771701944,1
Karnataka,Ahmedabad,Whitefield,Penthouse,2,3487,332.92786854836027,2018,3,1,Unfurnished,2,1,4,East,First,Ready to move,Yes,"Gym, Pool, Park",Average,9547.687655530837,7,489.1802648072856,1
Karnataka,Ahmedabad,Andheri,Villa,2,3438,32.51997760866647,2007,4,4,Semi-Furnished,0,18,26,North,Third+,Ready to move,Yes,Basic,Poor,945.8981270699962,18,47.78251615732099,1
Telangana,Chennai,Koramangala,Apartment,1,3285,283.3872744075553,2007,6,6,Unfurnished,2,10,17,East,Second,Under Construction,Yes,"Gym, Pool",Poor,8626.705461417208,18,416.38887889484727,0
Tamil Nadu,Ahmedabad,Bandra,Villa,1,1004,305.56872487873903,2019,9,6,Furnished,3,10,7,East,Third+,Ready to move,Yes,"Gym, Pool",Average,30435.13196003377,6,448.9807068563061,0
Tamil Nadu,Chennai,Koramangala,Penthouse,3,1368,119.61446499814505,1999,2,3,Semi-Furnished,1,2,25,East,Second,Ready to move,No,"Gym, Pool, Park",Good,8743.747441384872,26,175.75289181318544,1
Maharashtra,Ahmedabad,Whitefield,Penthouse,3,564,119.99977159449729,2001,8,7,Furnished,0,12,5,West,Third+,Ready to move,Yes,"Gym, Pool",Average,21276.55524725129,24,176.31903361338203,1
Gujarat,Delhi,Connaught Place,Penthouse,3,836,152.5847208852559,2023,0,7,Furnished,3,19,23,East,First,Under Construction,No,"Gym, Pool, Park",Good,18251.760871442097,2,224.19701448739792,0
Delhi,Chennai,Andheri,Penthouse,2,3174,361.62636402907407,2006,7,1,Semi-Furnished,0,18,4,North,Third+,Ready to move,Yes,Luxury,Good,11393.395212006115,19,531.3477699790163,1
Karnataka,Mumbai,Bandra,Independent House,5,2079,311.0077104955384,2019,4,0,Semi-Furnished,1,22,20,West,Third+,Under Construction,Yes,"Gym, Pool, Park",Average,14959.48583432123,6,456.97236113238074,0
Maharashtra,Chennai,Andheri,Independent House,1,2209,425.9660701365462,2008,9,4,Furnished,0,14,20,East,Third+,Under Construction,Yes,"Gym, Pool",Excellent,19283.20824520354,17,625.8839066157856,0
Maharashtra,Chennai,Bandra,Independent House,2,2850,161.9161144846871,1995,8,3,Furnished,0,5,29,West,Third+,Ready to move,Yes,"Gym, Pool, Park",Good,5681.2671749013025,30,237.90789309871403,1
Telangana,Delhi,Andheri,Penthouse,3,1809,457.7926687463928,2018,1,5,Furnished,2,12,5,West,Third+,Under Construction,Yes,"Gym, Pool, Park",Excellent,25306.394071110713,7,672.6476215422771,0
Karnataka,Delhi,Connaught Place,Independent House,1,2377,376.97895775201204,2004,0,3,Unfurnished,0,23,8,East,First,Ready to move,Yes,"Gym, Pool, Park",Poor,15859.442900799831,21,553.9057669878325,0
Telangana,Chennai,Bandra,Villa,3,1561,209.60560160657454,2020,9,4,Furnished,0,17,20,East,First,Under Construction,Yes,"Gym, Pool",Poor,13427.64904590484,5,307.9793954950953,0
Delhi,Bangalore,T Nagar,Penthouse,3,3163,65.72579150021883,2019,6,5,Unfurnished,2,17,23,North,Second,Ready to move,Yes,"Gym, Pool, Park",Poor,2077.9573664311993,6,96.57275082117437,1
Maharashtra,Delhi,Andheri,Apartment,5,1213,143.3521579939916,2003,9,3,Semi-Furnished,1,0,9,West,Third+,Ready to move,No,Basic,Good,11817.984995382654,22,210.6313506104415,1
Maharashtra,Pune,Andheri,Penthouse,4,3169,479.2487442631281,2004,8,7,Furnished,3,20,6,South,First,Ready to move,No,Luxury,Good,15123.027587981323,21,704.1736357169573,0
Gujarat,Pune,Koramangala,Villa,4,2978,168.9744204243581,2001,4,0,Semi-Furnished,2,22,4,West,Third+,Ready to move,Yes,Luxury,Poor,5674.090679125524,24,248.2788601905168,1
Delhi,Mumbai,Bandra,Independent House,1,2229,178.35246087155093,2010,3,1,Furnished,1,24,5,East,Third+,Ready to move,Yes,Luxury,Average,8001.456297512379,15,262.0582783249433,1
Maharashtra,Ahmedabad,Whitefield,Penthouse,4,692,111.00268692690418,2022,3,4,Semi-Furnished,1,20,8,South,Second,Ready to move,Yes,"Gym, Pool, Park",Average,16040.85071198037,3,163.09936450194067,0
Delhi,Chennai,T Nagar,Independent House,1,1898,407.28828854660736,2022,7,1,Furnished,3,10,20,South,Third+,Ready to move,Yes,"Gym, Pool, Park",Poor,21458.813938177416,3,598.4401177133503,0
Karnataka,Bangalore,Connaught Place,Penthouse,3,3470,152.30923051629313,2006,0,1,Unfurnished,1,15,13,East,First,Ready to move,No,Luxury,Excellent,4389.315000469543,19,223.79222875339295,1
Tamil Nadu,Mumbai,Koramangala,Villa,3,861,178.5239592170507,2006,0,3,Semi-Furnished,2,0,4,West,Second,Under Construction,Yes,Luxury,Poor,20734.490036823543,19,262.3102656591108,0
Maharashtra,Chennai,T Nagar,Penthouse,2,3089,218.88709204718077,2020,7,4,Semi-Furnished,1,18,7,South,Second,Ready to move,Yes,"Gym, Pool",Good,7086.017871388176,5,321.6169499940288,1
Gujarat,Delhi,Bandra,Independent House,3,2491,228.18957429181265,2013,1,1,Furnished,3,7,22,South,Second,Under Construction,Yes,"Gym, Pool, Park",Excellent,9160.560991240975,12,335.2853483399999,1
Karnataka,Pune,T Nagar,Independent House,1,1506,217.44357939921042,2023,9,2,Unfurnished,3,18,1,West,Third+,Ready to move,Yes,"Gym, Pool",Average,14438.48468786258,2,319.49595633115007,0
Delhi,Hyderabad,Andheri,Villa,2,3339,261.79697377986975,2007,5,7,Unfurnished,2,22,9,East,Second,Ready to move,Yes,"Gym, Pool, Park",Average,7840.580227010175,18,384.6656439960362,1
Telangana,Bangalore,Andheri,Penthouse,4,3083,410.9661822158736,2015,1,0,Unfurnished,2,15,29,West,First,Ready to move,Yes,Luxury,Excellent,13330.074025814907,10,603.8441501450881,0
Karnataka,Hyderabad,Koramangala,Apartment,2,2986,413.25681955617057,2023,4,5,Furnished,1,2,5,West,First,Ready to move,Yes,Basic,Excellent,13839.813113066662,2,607.209847902953,1
Maharashtra,Pune,Bandra,Penthouse,1,3309,403.1903042064065,2012,2,3,Semi-Furnished,3,1,10,North,Second,Ready to move,No,"Gym, Pool",Good,12184.657123191491,13,592.4188342640065,1
Delhi,Ahmedabad,Bandra,Villa,2,2966,68.53992277591401,2021,6,4,Furnished,3,11,11,South,Second,Under Construction,No,Basic,Poor,2310.853768574309,4,100.70763291635429,1
Tamil Nadu,Ahmedabad,T Nagar,Apartment,4,1834,403.8458255719108,2020,8,4,Unfurnished,1,9,18,East,Second,Ready to move,Yes,"Gym, Pool, Park",Excellent,22019.94686869743,5,593.3820102112842,0
Karnataka,Hyderabad,Koramangala,Villa,1,1110,77.72085127355686,1997,1,3,Unfurnished,3,21,5,East,Third+,Ready to move,Yes,Basic,Excellent,7001.878493113231,28,114.19742892903417,1
Maharashtra,Delhi,Bandra,Penthouse,2,2047,79.86740962508384,2020,6,1,Semi-Furnished,2,1,24,South,Second,Under Construction,Yes,Luxury,Average,3901.6809782649652,5,117.35142738342229,1
Gujarat,Chennai,Whitefield,Apartment,4,488,474.9741303847812,2001,7,3,Furnished,2,20,22,South,Second,Ready to move,No,"Gym, Pool, Park",Average,97330.7644231109,24,697.8928255280232,0
Telangana,Delhi,Whitefield,Villa,1,2063,413.31096545865984,1995,9,6,Furnished,1,4,24,South,Third+,Ready to move,Yes,Luxury,Poor,20034.46269794764,30,607.2894059977241,0
Delhi,Hyderabad,Andheri,Independent House,2,1441,285.15702409664414,1997,7,7,Unfurnished,1,4,21,East,Second,Ready to move,Yes,"Gym, Pool, Park",Excellent,19788.828875547824,28,418.9892218019335,1
Karnataka,Delhi,T Nagar,Apartment,3,3120,439.98569814937383,2015,6,4,Semi-Furnished,1,5,4,West,Second,Ready to move,No,"Gym, Pool, Park",Average,14102.105709915828,10,646.483339681325,1
Karnataka,Pune,Connaught Place,Apartment,3,3311,494.8950284248942,2021,3,2,Semi-Furnished,2,2,26,West,First,Ready to move,Yes,"Gym, Pool, Park",Poor,14946.995724098286,4,727.1631603334314,1
Tamil Nadu,Bangalore,Andheri,Villa,4,3337,313.1081919832532,2008,3,6,Unfurnished,2,9,19,East,First,Under Construction,Yes,Luxury,Average,9382.924542500845,17,460.0586575570788,0
Tamil Nadu,Delhi,Koramangala,Independent House,1,2333,314.1912497511287,1998,9,1,Furnished,3,4,16,West,First,Ready to move,Yes,"Gym, Pool, Park",Average,13467.263169786913,27,461.65002474421453,0
Gujarat,Pune,Bandra,Apartment,4,821,382.12497399676545,2013,8,7,Furnished,2,23,2,North,Third+,Ready to move,Yes,"Gym, Pool, Park",Average,46543.845797413574,12,561.4669531399176,0
Telangana,Bangalore,Andheri,Villa,4,1275,131.42669713535975,2016,9,5,Semi-Furnished,1,19,15,North,First,Ready to move,Yes,"Gym, Pool",Good,10307.976245910568,9,193.10893614207427,1
Gujarat,Ahmedabad,Connaught Place,Apartment,2,3149,100.21993352902369,2022,8,3,Semi-Furnished,0,4,9,East,First,Ready to move,Yes,Luxury,Good,3182.595539187796,3,147.25596218922428,1
Maharashtra,Chennai,Connaught Place,Apartment,1,737,384.59876000723483,2000,4,4,Unfurnished,0,14,17,West,Second,Ready to move,Yes,"Gym, Pool, Park",Excellent,52184.36363734529,25,565.1017563810954,0
Maharashtra,Hyderabad,Whitefield,Apartment,5,665,185.55430159716911,2014,6,5,Semi-Furnished,0,16,26,North,Third+,Ready to move,Yes,"Gym, Pool, Park",Poor,27902.902495814906,11,272.64014510773575,0
Gujarat,Ahmedabad,Koramangala,Independent House,2,3250,84.83377102684832,2003,6,4,Furnished,0,16,2,West,Second,Under Construction,No,"Gym, Pool, Park",Poor,2610.2698777491796,22,124.64864163057065,1
Telangana,Chennai,Andheri,Penthouse,3,1778,171.14130844051988,2005,8,4,Furnished,0,23,22,South,Second,Under Construction,Yes,Basic,Good,9625.495412852637,20,251.46272959194476,1
Gujarat,Ahmedabad,T Nagar,Penthouse,3,2807,192.14569657979618,2016,6,2,Semi-Furnished,2,17,29,West,Third+,Ready to move,Yes,Basic,Poor,6845.233223362885,9,282.32506682098835,1
Telangana,Mumbai,Andheri,Independent House,3,3461,483.3092765627315,2009,7,1,Unfurnished,1,9,6,North,Third+,Ready to move,Yes,"Gym, Pool",Excellent,13964.440235848931,16,710.1398898315178,1
Telangana,Ahmedabad,Whitefield,Independent House,4,2214,355.0206613222031,2003,6,3,Furnished,1,22,28,North,Second,Under Construction,Yes,Basic,Poor,16035.26022232173,22,521.641825524817,0
Delhi,Pune,Connaught Place,Villa,2,2664,274.8110323518723,2023,3,1,Furnished,3,6,1,East,Second,Under Construction,Yes,"Gym, Pool",Poor,10315.72944263785,2,403.7875656489993,1
Telangana,Bangalore,Koramangala,Apartment,2,720,485.05910656765036,2005,1,4,Unfurnished,1,10,8,East,Second,Ready to move,Yes,"Gym, Pool, Park",Good,67369.3203566181,20,712.7109641873723,1
Tamil Nadu,Ahmedabad,Koramangala,Independent House,4,1249,453.5070754276067,2020,2,2,Semi-Furnished,3,13,11,South,Third+,Ready to move,Yes,Luxury,Good,36309.61372518869,5,666.3506789532381,0
Telangana,Delhi,T Nagar,Villa,4,1118,265.7604111747967,2004,6,5,Furnished,1,8,20,North,Second,Ready to move,Yes,"Gym, Pool, Park",Poor,23771.056455706323,21,390.48923384104137,0
Telangana,Chennai,Koramangala,Penthouse,3,1391,454.72622498095075,1996,8,6,Furnished,3,16,23,East,Second,Ready to move,Yes,Luxury,Poor,32690.598488925287,29,668.1420096217847,1
Telangana,Ahmedabad,Whitefield,Penthouse,5,2208,214.06623587007516,2016,1,2,Unfurnished,3,1,26,East,First,Ready to move,Yes,"Gym, Pool",Excellent,9695.028798463549,9,314.5335306587928,1
Maharashtra,Bangalore,Whitefield,Penthouse,3,3400,130.60191937117983,2008,6,4,Semi-Furnished,1,16,15,East,First,Under Construction,Yes,Luxury,Excellent,3841.2329226817596,17,191.8970670160444,1
Tamil Nadu,Pune,Whitefield,Penthouse,2,1116,131.68552487460087,1998,3,1,Unfurnished,0,16,9,South,First,Ready to move,Yes,"Gym, Pool",Excellent,11799.778214569971,27,193.48923900639593,1
Tamil Nadu,Mumbai,Koramangala,Villa,4,1384,337.9114517322208,1996,6,5,Unfurnished,1,19,2,South,First,Ready to move,No,"Gym, Pool",Average,24415.567321692255,29,496.50278350240023,0
Gujarat,Chennai,Koramangala,Apartment,2,2339,260.513753939493,1999,4,1,Semi-Furnished,1,23,7,North,First,Ready to move,Yes,Luxury,Average,11137.826162440913,26,382.78017305586377,1
Delhi,Hyderabad,Whitefield,Villa,1,1295,336.29640656261444,2008,6,2,Furnished,0,9,17,South,Second,Ready to move,Yes,"Gym, Pool, Park",Average,25968.83448359957,17,494.12975228939735,0
Telangana,Bangalore,Koramangala,Apartment,2,1576,349.31646284584156,2009,5,7,Unfurnished,1,23,3,North,Second,Ready to move,Yes,Basic,Poor,22164.750180573705,16,513.2604865478593,1
Karnataka,Hyderabad,Koramangala,Penthouse,3,2176,30.714978990904456,2013,1,5,Furnished,3,11,4,North,Third+,Under Construction,No,"Gym, Pool, Park",Excellent,1411.5339609790651,12,45.130381009658066,1
Delhi,Bangalore,Connaught Place,Independent House,5,2734,45.93900432699313,2000,6,0,Furnished,0,11,3,North,Third+,Ready to move,Yes,"Gym, Pool",Average,1680.2854545352277,25,67.49946887788772,1
Delhi,Bangalore,Andheri,Independent House,2,3204,275.6853087638,2021,4,2,Furnished,0,14,8,East,Third+,Under Construction,Yes,"Gym, Pool, Park",Good,8604.410385886391,4,405.0721645279286,1
Tamil Nadu,Pune,Bandra,Independent House,2,1859,111.6970293248369,2009,8,7,Furnished,2,8,11,West,Second,Ready to move,Yes,"Gym, Pool, Park",Good,6008.44697820532,16,164.11958128213587,1
Delhi,Pune,Koramangala,Apartment,3,2015,323.61620902613106,2008,0,5,Unfurnished,3,17,28,East,First,Ready to move,Yes,"Gym, Pool, Park",Poor,16060.357768046208,17,475.49838202967214,0
Telangana,Pune,Bandra,Penthouse,4,2943,285.0491548019111,2002,0,7,Semi-Furnished,3,15,16,East,Second,Under Construction,Yes,Basic,Good,9685.66615025182,23,418.8307264185576,0
Telangana,Ahmedabad,Bandra,Villa,3,1572,301.1649720180278,2014,1,2,Furnished,1,6,28,South,Second,Ready to move,Yes,Luxury,Poor,19158.07710038345,11,442.5101491347748,0
Maharashtra,Delhi,Connaught Place,Independent House,3,941,165.17858231888513,2006,7,3,Furnished,1,13,14,East,Third+,Under Construction,Yes,Basic,Good,17553.515655566964,19,242.70152868715806,1
Telangana,Bangalore,Koramangala,Apartment,3,1034,327.1248830133904,1998,8,2,Furnished,3,3,23,North,Third+,Ready to move,Yes,"Gym, Pool, Park",Average,31636.835881372375,27,480.65377523149004,1
Telangana,Chennai,Whitefield,Independent House,2,1749,418.15646551281105,2015,6,7,Semi-Furnished,3,2,19,West,Third+,Ready to move,Yes,Luxury,Average,23908.317067627846,10,614.4090352734244,1
Tamil Nadu,Hyderabad,Bandra,Villa,2,3386,499.07420172427385,2000,0,7,Furnished,3,11,23,South,Third+,Ready to move,No,"Gym, Pool, Park",Poor,14739.344410049434,25,733.3037370000228,0
Telangana,Pune,Koramangala,Penthouse,2,1097,422.45330536266283,2005,6,6,Semi-Furnished,1,15,2,West,Second,Under Construction,No,"Gym, Pool",Poor,38509.87286806407,20,620.7225027063247,0
Maharashtra,Ahmedabad,T Nagar,Villa,4,2352,287.59940464637475,2017,7,7,Unfurnished,3,3,12,South,Third+,Under Construction,Yes,"Gym, Pool, Park",Good,12227.86584380845,8,422.57788011788296,1
Karnataka,Pune,Whitefield,Penthouse,1,2522,112.84620400637914,2016,6,0,Semi-Furnished,3,3,11,East,First,Ready to move,Yes,Luxury,Excellent,4474.472799618522,9,165.80809590687358,1
Tamil Nadu,Hyderabad,T Nagar,Penthouse,3,2004,347.09402053751404,2001,4,5,Furnished,0,2,16,East,Second,Ready to move,Yes,Basic,Good,17320.06090506557,24,509.9949896651654,1
Karnataka,Hyderabad,T Nagar,Penthouse,2,897,470.0738170678295,2019,6,7,Unfurnished,3,8,11,East,First,Ready to move,Yes,Basic,Good,52405.10781135223,6,690.6926575863092,1
Tamil Nadu,Bangalore,Bandra,Independent House,2,1121,121.69593907150515,1998,9,7,Semi-Furnished,2,23,3,East,Second,Under Construction,Yes,"Gym, Pool, Park",Poor,10856.015974264508,27,178.81126011030472,1
Gujarat,Pune,T Nagar,Villa,2,2174,142.877897852757,2020,1,7,Furnished,1,13,23,South,Second,Ready to move,Yes,Basic,Excellent,6572.1204164101655,5,209.93450686921838,1
Delhi,Hyderabad,Connaught Place,Independent House,2,1763,91.52410083759256,2009,8,5,Unfurnished,0,11,10,South,Third+,Ready to move,Yes,Luxury,Excellent,5191.384052047224,16,134.4789310645492,1
Gujarat,Delhi,Connaught Place,Villa,2,707,373.6263889406728,1995,1,2,Unfurnished,3,9,29,North,First,Ready to move,Yes,Basic,Poor,52846.731109006054,30,548.9797435039278,0
Telangana,Delhi,Bandra,Apartment,3,3151,215.14952164335645,2003,1,1,Semi-Furnished,3,13,5,South,Second,Ready to move,Yes,Basic,Average,6827.975932826292,22,316.125232860673,1
Karnataka,Pune,Koramangala,Apartment,2,1283,50.09390666546436,2017,4,3,Furnished,0,11,28,South,First,Under Construction,No,"Gym, Pool, Park",Poor,3904.4354376823353,8,73.60438354016547,1
Telangana,Ahmedabad,Andheri,Villa,3,1664,439.97599591533447,2014,7,6,Semi-Furnished,0,11,13,East,Second,Ready to move,No,Luxury,Poor,26440.865139142694,11,646.4690839164433,1
Delhi,Hyderabad,Koramangala,Villa,2,652,287.682514257232,2020,5,3,Unfurnished,0,1,25,North,Second,Ready to move,Yes,Luxury,Poor,44123.08500877792,5,422.6999954025675,1
Tamil Nadu,Bangalore,Koramangala,Villa,3,1335,178.92526016017078,2002,8,2,Unfurnished,2,18,24,West,Second,Ready to move,Yes,"Gym, Pool",Excellent,13402.641210499685,23,262.8999084020835,1
Delhi,Bangalore,Koramangala,Villa,3,1643,185.11182850932653,2006,5,3,Furnished,2,12,6,South,First,Ready to move,No,Basic,Poor,11266.696805193338,19,271.99000697654026,1
Maharashtra,Ahmedabad,Koramangala,Penthouse,5,2844,159.32058569163524,2001,4,3,Unfurnished,0,9,28,West,Second,Ready to move,Yes,Luxury,Excellent,5601.989651604615,24,234.0942097689401,1
Delhi,Bangalore,Whitefield,Independent House,2,3433,238.63048274846807,2022,0,2,Furnished,3,22,20,East,First,Under Construction,Yes,"Gym, Pool",Poor,6951.077272020625,3,350.6264682826623,1
Maharashtra,Mumbai,Andheri,Penthouse,2,2152,181.7800104743096,2012,7,0,Semi-Furnished,1,20,3,East,First,Under Construction,No,"Gym, Pool, Park",Average,8447.026509029256,13,267.0944731909013,1
Delhi,Pune,Whitefield,Independent House,4,2137,283.0142259538925,1995,2,5,Unfurnished,2,0,22,West,Third+,Ready to move,Yes,"Gym, Pool",Average,13243.529525217244,30,415.84074832787365,1
Maharashtra,Bangalore,T Nagar,Independent House,2,1452,391.28828109022123,2003,1,2,Unfurnished,1,0,9,West,First,Ready to move,Yes,"Gym, Pool",Good,26948.22872522185,22,574.9308575286727,1
Karnataka,Delhi,Koramangala,Independent House,4,893,343.7414160532993,2001,6,1,Furnished,1,7,21,North,Second,Ready to move,Yes,Luxury,Good,38492.879737211566,24,505.0689137661031,0
